Date,Open,High,Low,Fear Greed
6/16/2020,,,,7
6/17/2020,,,,8
6/18/2020,,,,5
6/19/2020,,,,13
6/22/2020,,,,17
6/23/2020,,,,22
6/24/2020,,,,23
6/25/2020,,,,25
6/26/2020,,,,25
6/29/2020,,,,22
6/30/2020,,,,21
7/1/2020,,,,22
7/2/2020,,,,27
7/6/2020,,,,25
7/7/2020,,,,31
7/8/2020,,,,43
7/9/2020,,,,37
7/10/2020,,,,45
7/13/2020,,,,41
7/14/2020,,,,42
7/15/2020,,,,44
7/16/2020,,,,41
7/17/2020,,,,40
7/20/2020,,,,40
7/21/2020,,,,40
7/22/2020,,,,39
7/23/2020,,,,42
7/24/2020,,,,41
7/27/2020,,,,47
7/28/2020,,,,47
7/29/2020,,,,42
7/30/2020,,,,44
7/31/2020,,,,44
8/3/2020,,,,40
8/4/2020,,,,40
8/5/2020,,,,45
8/6/2020,,,,44
8/7/2020,,,,39
8/10/2020,,,,39
8/11/2020,,,,38
8/12/2020,,,,39
8/13/2020,,,,47
8/14/2020,,,,48
8/17/2020,,,,52
8/18/2020,,,,52
8/19/2020,,,,50
8/20/2020,,,,50
8/21/2020,,,,53
8/24/2020,,,,50
8/25/2020,,,,52
8/26/2020,,,,58
8/27/2020,,,,58
8/28/2020,,,,60
8/31/2020,,,,62
9/1/2020,,,,66
9/2/2020,,,,67
9/3/2020,,,,67
9/4/2020,,,,67
9/8/2020,,,,56
9/9/2020,,,,54
9/10/2020,,,,53
9/11/2020,,,,52
9/14/2020,,,,52
9/15/2020,,,,51
9/16/2020,,,,52
9/17/2020,,,,52
9/18/2020,,,,52
9/21/2020,,,,48
9/22/2020,,,,49
9/23/2020,,,,45
9/24/2020,,,,48
9/25/2020,,,,47
9/28/2020,,,,48
9/29/2020,,,,50
9/30/2020,,,,51
10/1/2020,,,,49
10/2/2020,,,,52
10/5/2020,,,,53
10/6/2020,,,,59
10/7/2020,,,,53
10/8/2020,,,,61
10/9/2020,,,,62
10/12/2020,,,,62
10/13/2020,,,,63
10/14/2020,,,,65
10/15/2020,,,,65
10/16/2020,,,,65
10/19/2020,,,,68
10/20/2020,,,,63
10/21/2020,,,,65
10/22/2020,,,,63
10/23/2020,,,,64
10/26/2020,,,,62
10/27/2020,,,,65
10/28/2020,,,,67
10/29/2020,,,,67
10/30/2020,,,,70
11/2/2020,,,,73
11/3/2020,,,,72
11/4/2020,,,,75
11/5/2020,,,,71
11/6/2020,,,,73
11/9/2020,,,,72
11/10/2020,,,,72
11/11/2020,,,,71
11/12/2020,,,,70
11/13/2020,,,,68
11/16/2020,,,,70
11/17/2020,,,,70
11/18/2020,,,,71
11/19/2020,,,,73
11/20/2020,,,,74
11/23/2020,,,,76
11/24/2020,,,,77
11/25/2020,,,,74
11/27/2020,,,,77
11/30/2020,,,,78
12/1/2020,,,,60
12/2/2020,,,,59
12/3/2020,,,,55
12/4/2020,,,,65
12/7/2020,,,,59
12/8/2020,,,,58
12/9/2020,,,,59
12/10/2020,,,,59
12/11/2020,,,,56
12/14/2020,,,,53
12/15/2020,,,,52
12/16/2020,,,,68
12/17/2020,,,,67
12/18/2020,,,,64
12/21/2020,,,,63
12/22/2020,,,,58
12/23/2020,,,,58
12/24/2020,,,,58
12/28/2020,,,,58
12/29/2020,,,,60
12/30/2020,,,,56
12/31/2020,,,,55
1/4/2021,,,,54
1/5/2021,,,,47
1/6/2021,,,,45
1/7/2021,,,,43
1/8/2021,,,,43
1/11/2021,,,,43
1/12/2021,,,,43
1/13/2021,,,,41
1/14/2021,,,,41
1/15/2021,,,,46
1/19/2021,,,,47
1/20/2021,,,,49
1/21/2021,,,,56
1/22/2021,,,,56
1/25/2021,,,,56
1/26/2021,,,,56
1/27/2021,,,,56
1/28/2021,,,,61
1/29/2021,,,,61
2/1/2021,,,,61
2/2/2021,,,,61
2/3/2021,,,,56
2/4/2021,,,,42
2/5/2021,,,,42
2/8/2021,,,,42
2/9/2021,,,,42
2/10/2021,,,,43
2/11/2021,,,,43
2/12/2021,,,,42
2/16/2021,,,,41
2/17/2021,,,,39
2/18/2021,,,,35
2/19/2021,,,,27
2/22/2021,,,,26
2/23/2021,,,,26
2/24/2021,,,,26
2/25/2021,,,,13
2/26/2021,,,,13
3/1/2021,,,,11
3/2/2021,,,,9
3/3/2021,,,,9
3/4/2021,,,,14
3/5/2021,,,,15
3/8/2021,,,,16
3/9/2021,,,,16
3/10/2021,,,,19
3/11/2021,,,,23
3/12/2021,,,,23
3/15/2021,,,,24
3/16/2021,,,,24
3/17/2021,,,,27
3/18/2021,,,,31
3/19/2021,,,,35
3/22/2021,,,,37
3/23/2021,,,,37
3/24/2021,,,,37
3/25/2021,,,,34
3/26/2021,,,,33
3/29/2021,,,,33
3/30/2021,,,,30
3/31/2021,,,,28
4/1/2021,,,,24
4/5/2021,,,,24
4/6/2021,,,,25
4/7/2021,,,,30
4/8/2021,,,,35
4/9/2021,,,,36
4/12/2021,,,,37
4/13/2021,,,,37
4/14/2021,,,,41
4/15/2021,,,,36
4/16/2021,,,,31
4/19/2021,,,,30
4/20/2021,,,,29
4/21/2021,,,,27
4/22/2021,,,,28
4/23/2021,,,,31
4/26/2021,,,,31
4/27/2021,,,,32
4/28/2021,,,,32
4/29/2021,,,,27
4/30/2021,,,,27
5/3/2021,,,,25
5/4/2021,,,,23
5/5/2021,,,,22
5/6/2021,,,,16
5/7/2021,,,,13
5/10/2021,,,,13
5/11/2021,,,,15
5/12/2021,,,,16
5/13/2021,,,,16
5/14/2021,,,,15
5/17/2021,,,,12
5/18/2021,,,,9
5/19/2021,,,,6
5/20/2021,,,,6
5/21/2021,,,,6
5/24/2021,,,,6
5/25/2021,,,,5
5/26/2021,,,,6
5/27/2021,,,,5
5/28/2021,,,,5
6/1/2021,,,,6
6/2/2021,,,,7
6/3/2021,,,,9
6/4/2021,,,,9
6/7/2021,,,,10
6/8/2021,,,,10
6/9/2021,,,,11
6/10/2021,,,,25
6/11/2021,,,,29
6/14/2021,,,,30
6/15/2021,,,,32
6/16/2021,,,,34
6/17/2021,,,,51
6/18/2021,,,,52
6/21/2021,,,,48
6/22/2021,,,,43
6/23/2021,,,,35
6/24/2021,,,,31
6/25/2021,,,,31
6/28/2021,,,,31
6/29/2021,,,,32
6/30/2021,,,,44
7/1/2021,,,,44
7/2/2021,,,,47
7/6/2021,,,,48
7/7/2021,,,,51
7/8/2021,,,,38
7/9/2021,,,,35
7/12/2021,,,,27
7/13/2021,,,,27
7/14/2021,,,,16
7/15/2021,,,,10
7/16/2021,,,,8
7/19/2021,,,,2
7/20/2021,,,,5
7/21/2021,,,,5
7/22/2021,,,,1
7/23/2021,,,,2
7/26/2021,,,,2
7/27/2021,,,,3
7/28/2021,,,,6
7/29/2021,,,,7
7/30/2021,,,,11
8/2/2021,,,,7
8/3/2021,,,,7
8/4/2021,,,,6
8/5/2021,,,,7
8/6/2021,,,,9
8/9/2021,,,,8
8/10/2021,,,,11
8/11/2021,,,,12
8/12/2021,,,,22
8/13/2021,,,,22
8/16/2021,,,,28
8/17/2021,,,,26
8/18/2021,,,,26
8/19/2021,,,,27
8/20/2021,,,,28
8/23/2021,,,,25
8/24/2021,,,,25
8/25/2021,,,,31
8/26/2021,,,,31
8/27/2021,,,,31
8/30/2021,,,,33
8/31/2021,,,,38
9/1/2021,,,,39
9/2/2021,,,,32
9/3/2021,,,,31
9/7/2021,,,,28
9/8/2021,,,,28
9/9/2021,,,,26
9/10/2021,,,,25
9/13/2021,,,,27
9/14/2021,,,,23
9/15/2021,,,,22
9/16/2021,,,,20
9/17/2021,,,,23
9/20/2021,,,,27
9/21/2021,,,,33
9/22/2021,,,,31
9/23/2021,,,,41
9/24/2021,,,,41
9/27/2021,,,,42
9/28/2021,,,,42
9/29/2021,,,,41
9/30/2021,,,,48
10/1/2021,,,,48
10/4/2021,,,,48
10/5/2021,,,,54
10/6/2021,,,,66
10/7/2021,,,,62
10/8/2021,,,,62
10/11/2021,,,,71
10/12/2021,,,,67
10/13/2021,,,,66
10/14/2021,,,,62
10/15/2021,,,,62
10/18/2021,,,,62
10/19/2021,,,,63
10/20/2021,,,,60
10/21/2021,,,,65
10/22/2021,,,,65
10/25/2021,,,,59
10/26/2021,,,,60
10/27/2021,,,,60
10/28/2021,,,,54
10/29/2021,,,,54
11/1/2021,,,,55
11/2/2021,,,,52
11/3/2021,,,,46
11/4/2021,,,,43
11/5/2021,,,,41
11/8/2021,,,,39
11/9/2021,,,,51
11/10/2021,,,,57
11/11/2021,,,,62
11/12/2021,,,,67
11/15/2021,,,,61
11/16/2021,,,,67
11/17/2021,,,,66
11/18/2021,,,,66
11/19/2021,,,,66
11/22/2021,,,,66
11/23/2021,,,,65
11/24/2021,,,,62
11/26/2021,,,,56
11/29/2021,,,,61
11/30/2021,,,,61
12/1/2021,,,,60
12/2/2021,,,,74
12/3/2021,,,,74
12/6/2021,,,,74
12/7/2021,,,,78
12/8/2021,,,,77
12/9/2021,,,,75
12/10/2021,,,,75
12/13/2021,,,,75
12/14/2021,,,,75
12/15/2021,,,,77
12/16/2021,,,,77
12/17/2021,,,,78
12/20/2021,,,,78
12/21/2021,,,,81
12/22/2021,,,,82
12/23/2021,,,,83
12/27/2021,,,,83
12/28/2021,,,,83
12/29/2021,,,,88
12/30/2021,,,,90
12/31/2021,,,,89
1/3/2022,,,,88
1/4/2022,,,,87
1/5/2022,,,,87
