Date,Open,High,Low,Fear Greed
10/28/2015,,,,24
10/29/2015,,,,28
10/30/2015,,,,21
11/2/2015,,,,18
11/3/2015,,,,10
11/4/2015,,,,9
11/5/2015,,,,12
11/6/2015,,,,9
11/9/2015,,,,11
11/10/2015,,,,11
11/11/2015,,,,14
11/12/2015,,,,13
11/13/2015,,,,13
11/16/2015,,,,8
11/17/2015,,,,8
11/18/2015,,,,3
11/19/2015,,,,9
11/20/2015,,,,12
11/23/2015,,,,13
11/24/2015,,,,14
11/25/2015,,,,14
11/27/2015,,,,9
11/30/2015,,,,13
12/1/2015,,,,11
12/2/2015,,,,10
12/3/2015,,,,13
12/4/2015,,,,13
12/7/2015,,,,15
12/8/2015,,,,14
12/9/2015,,,,13
12/10/2015,,,,16
12/11/2015,,,,16
12/14/2015,,,,16
12/15/2015,,,,18
12/16/2015,,,,23
12/17/2015,,,,31
12/18/2015,,,,31
12/21/2015,,,,22
12/22/2015,,,,18
12/23/2015,,,,15
12/24/2015,,,,13
12/28/2015,,,,21
12/29/2015,,,,18
12/30/2015,,,,24
12/31/2015,,,,31
1/4/2016,,,,36
1/5/2016,,,,37
1/6/2016,,,,42
1/7/2016,,,,43
1/8/2016,,,,41
1/11/2016,,,,35
1/12/2016,,,,35
1/13/2016,,,,41
1/14/2016,,,,45
1/15/2016,,,,47
1/19/2016,,,,51
1/20/2016,,,,50
1/21/2016,,,,55
1/22/2016,,,,59
1/25/2016,,,,61
1/26/2016,,,,69
1/27/2016,,,,69
1/28/2016,,,,71
1/29/2016,,,,70
2/1/2016,,,,73
2/2/2016,,,,73
2/3/2016,,,,72
2/4/2016,,,,73
2/5/2016,,,,71
2/8/2016,,,,66
2/9/2016,,,,66
2/10/2016,,,,63
2/11/2016,,,,59
2/12/2016,,,,50
2/16/2016,,,,48
2/17/2016,,,,51
2/18/2016,,,,51
2/19/2016,,,,52
2/22/2016,,,,53
2/23/2016,,,,53
2/24/2016,,,,56
2/25/2016,,,,59
2/26/2016,,,,58
2/29/2016,,,,58
3/1/2016,,,,55
3/2/2016,,,,55
3/3/2016,,,,55
3/4/2016,,,,55
3/7/2016,,,,38
3/8/2016,,,,42
3/9/2016,,,,35
3/10/2016,,,,36
3/11/2016,,,,25
3/14/2016,,,,30
3/15/2016,,,,35
3/16/2016,,,,46
3/17/2016,,,,37
3/18/2016,,,,37
3/21/2016,,,,35
3/22/2016,,,,36
3/23/2016,,,,43
3/24/2016,,,,42
3/28/2016,,,,48
3/29/2016,,,,48
3/30/2016,,,,46
3/31/2016,,,,46
4/1/2016,,,,43
4/4/2016,,,,35
4/5/2016,,,,35
4/6/2016,,,,27
4/7/2016,,,,26
4/8/2016,,,,17
4/11/2016,,,,16
4/12/2016,,,,18
4/13/2016,,,,15
4/14/2016,,,,10
4/15/2016,,,,9
4/18/2016,,,,11
4/19/2016,,,,13
4/20/2016,,,,14
4/21/2016,,,,15
4/22/2016,,,,16
4/25/2016,,,,18
4/26/2016,,,,18
4/27/2016,,,,26
4/28/2016,,,,26
4/29/2016,,,,26
5/2/2016,,,,24
5/3/2016,,,,25
5/4/2016,,,,17
5/5/2016,,,,17
5/6/2016,,,,15
5/9/2016,,,,17
5/10/2016,,,,18
5/11/2016,,,,21
5/12/2016,,,,29
5/13/2016,,,,37
5/16/2016,,,,43
5/17/2016,,,,43
5/18/2016,,,,50
5/19/2016,,,,50
5/20/2016,,,,53
5/23/2016,,,,53
5/24/2016,,,,52
5/25/2016,,,,55
5/26/2016,,,,61
5/27/2016,,,,66
5/31/2016,,,,69
6/1/2016,,,,68
6/2/2016,,,,71
6/3/2016,,,,70
6/6/2016,,,,71
6/7/2016,,,,72
6/8/2016,,,,75
6/9/2016,,,,74
6/10/2016,,,,75
6/13/2016,,,,75
6/14/2016,,,,78
6/15/2016,,,,79
6/16/2016,,,,76
6/17/2016,,,,76
6/20/2016,,,,70
6/21/2016,,,,72
6/22/2016,,,,64
6/23/2016,,,,67
6/24/2016,,,,67
6/27/2016,,,,71
6/28/2016,,,,74
6/29/2016,,,,73
6/30/2016,,,,72
7/1/2016,,,,72
7/5/2016,,,,72
7/6/2016,,,,68
7/7/2016,,,,66
7/8/2016,,,,66
7/11/2016,,,,70
7/12/2016,,,,70
7/13/2016,,,,70
7/14/2016,,,,72
7/15/2016,,,,73
7/18/2016,,,,75
7/19/2016,,,,75
7/20/2016,,,,74
7/21/2016,,,,71
7/22/2016,,,,71
7/25/2016,,,,72
7/26/2016,,,,70
7/27/2016,,,,67
7/28/2016,,,,69
7/29/2016,,,,63
8/1/2016,,,,63
8/2/2016,,,,60
8/3/2016,,,,60
8/4/2016,,,,60
8/5/2016,,,,62
8/8/2016,,,,62
8/9/2016,,,,61
8/10/2016,,,,59
8/11/2016,,,,58
8/12/2016,,,,54
8/15/2016,,,,56
8/16/2016,,,,54
8/17/2016,,,,55
8/18/2016,,,,57
8/19/2016,,,,63
8/22/2016,,,,68
8/23/2016,,,,74
8/24/2016,,,,78
8/25/2016,,,,77
8/26/2016,,,,78
8/29/2016,,,,79
8/30/2016,,,,77
8/31/2016,,,,79
9/1/2016,,,,80
9/2/2016,,,,80
9/6/2016,,,,79
9/7/2016,,,,63
9/8/2016,,,,54
9/9/2016,,,,54
9/12/2016,,,,53
9/13/2016,,,,50
9/14/2016,,,,53
9/15/2016,,,,60
9/16/2016,,,,61
9/19/2016,,,,61
9/20/2016,,,,66
9/21/2016,,,,44
9/22/2016,,,,45
9/23/2016,,,,48
9/26/2016,,,,58
9/27/2016,,,,62
9/28/2016,,,,71
9/29/2016,,,,69
9/30/2016,,,,69
10/3/2016,,,,69
10/4/2016,,,,75
10/5/2016,,,,80
10/6/2016,,,,86
10/7/2016,,,,86
10/10/2016,,,,90
10/11/2016,,,,88
10/12/2016,,,,89
10/13/2016,,,,89
10/14/2016,,,,88
10/17/2016,,,,87
10/18/2016,,,,85
10/19/2016,,,,85
10/20/2016,,,,82
10/21/2016,,,,84
10/24/2016,,,,82
10/25/2016,,,,80
10/26/2016,,,,64
10/27/2016,,,,78
10/28/2016,,,,80
10/31/2016,,,,81
11/1/2016,,,,85
11/2/2016,,,,80
11/3/2016,,,,75
11/4/2016,,,,78
11/7/2016,,,,78
11/8/2016,,,,75
11/9/2016,,,,78
11/10/2016,,,,78
11/11/2016,,,,77
11/14/2016,,,,78
11/15/2016,,,,76
11/16/2016,,,,74
11/17/2016,,,,75
11/18/2016,,,,70
11/21/2016,,,,65
11/22/2016,,,,63
11/23/2016,,,,64
11/25/2016,,,,64
11/28/2016,,,,62
11/29/2016,,,,63
11/30/2016,,,,63
12/1/2016,,,,65
12/2/2016,,,,64
12/5/2016,,,,69
12/6/2016,,,,47
12/7/2016,,,,55
12/8/2016,,,,36
12/9/2016,,,,34
12/12/2016,,,,39
12/13/2016,,,,44
12/14/2016,,,,45
12/15/2016,,,,45
12/16/2016,,,,54
12/19/2016,,,,59
12/20/2016,,,,53
12/21/2016,,,,47
12/22/2016,,,,45
12/23/2016,,,,45
12/27/2016,,,,44
12/28/2016,,,,43
12/29/2016,,,,45
12/30/2016,,,,49
1/3/2017,,,,49
1/4/2017,,,,52
1/5/2017,,,,55
1/6/2017,,,,55
1/9/2017,,,,47
1/10/2017,,,,45
1/11/2017,,,,34
1/12/2017,,,,33
1/13/2017,,,,33
1/17/2017,,,,38
1/18/2017,,,,41
1/19/2017,,,,38
1/20/2017,,,,44
1/23/2017,,,,49
1/24/2017,,,,49
1/25/2017,,,,43
1/26/2017,,,,46
1/27/2017,,,,33
1/30/2017,,,,26
1/31/2017,,,,22
2/1/2017,,,,18
2/2/2017,,,,14
2/3/2017,,,,14
2/6/2017,,,,34
2/7/2017,,,,30
2/8/2017,,,,42
2/9/2017,,,,38
2/10/2017,,,,48
2/13/2017,,,,57
2/14/2017,,,,63
2/15/2017,,,,60
2/16/2017,,,,63
2/17/2017,,,,61
2/21/2017,,,,68
2/22/2017,,,,67
2/23/2017,,,,70
2/24/2017,,,,71
2/27/2017,,,,72
2/28/2017,,,,72
3/1/2017,,,,73
3/2/2017,,,,71
3/3/2017,,,,71
3/6/2017,,,,75
3/7/2017,,,,79
3/8/2017,,,,83
3/9/2017,,,,83
3/10/2017,,,,86
3/13/2017,,,,87
3/14/2017,,,,86
3/15/2017,,,,86
3/16/2017,,,,86
3/17/2017,,,,84
3/20/2017,,,,79
3/21/2017,,,,75
3/22/2017,,,,75
3/23/2017,,,,71
3/24/2017,,,,66
3/27/2017,,,,70
3/28/2017,,,,66
3/29/2017,,,,65
3/30/2017,,,,58
3/31/2017,,,,70
4/3/2017,,,,70
4/4/2017,,,,70
4/5/2017,,,,68
4/6/2017,,,,62
4/7/2017,,,,62
4/10/2017,,,,61
4/11/2017,,,,55
4/12/2017,,,,58
4/13/2017,,,,58
4/17/2017,,,,55
4/18/2017,,,,53
4/19/2017,,,,53
4/20/2017,,,,55
4/21/2017,,,,59
4/24/2017,,,,55
4/25/2017,,,,58
4/26/2017,,,,60
4/27/2017,,,,55
4/28/2017,,,,54
5/1/2017,,,,55
5/2/2017,,,,51
5/3/2017,,,,60
5/4/2017,,,,57
5/5/2017,,,,57
5/8/2017,,,,61
5/9/2017,,,,66
5/10/2017,,,,70
5/11/2017,,,,72
5/12/2017,,,,78
5/15/2017,,,,80
5/16/2017,,,,79
5/17/2017,,,,78
5/18/2017,,,,83
5/19/2017,,,,80
5/22/2017,,,,75
5/23/2017,,,,68
5/24/2017,,,,71
5/25/2017,,,,64
5/26/2017,,,,81
5/30/2017,,,,78
5/31/2017,,,,77
6/1/2017,,,,69
6/2/2017,,,,65
6/5/2017,,,,65
6/6/2017,,,,62
6/7/2017,,,,65
6/8/2017,,,,64
6/9/2017,,,,58
6/12/2017,,,,50
6/13/2017,,,,51
6/14/2017,,,,45
6/15/2017,,,,43
6/16/2017,,,,37
6/19/2017,,,,32
6/20/2017,,,,31
6/21/2017,,,,31
6/22/2017,,,,27
6/23/2017,,,,39
6/26/2017,,,,39
6/27/2017,,,,43
6/28/2017,,,,47
6/29/2017,,,,45
6/30/2017,,,,43
7/3/2017,,,,43
7/5/2017,,,,43
7/6/2017,,,,40
7/7/2017,,,,32
7/10/2017,,,,31
7/11/2017,,,,28
7/12/2017,,,,25
7/13/2017,,,,30
7/14/2017,,,,32
7/17/2017,,,,30
7/18/2017,,,,34
7/19/2017,,,,37
7/20/2017,,,,39
7/21/2017,,,,46
7/24/2017,,,,48
7/25/2017,,,,50
7/26/2017,,,,49
7/27/2017,,,,51
7/28/2017,,,,47
7/31/2017,,,,47
8/1/2017,,,,45
8/2/2017,,,,47
8/3/2017,,,,55
8/4/2017,,,,61
8/7/2017,,,,61
8/8/2017,,,,63
8/9/2017,,,,62
8/10/2017,,,,54
8/11/2017,,,,66
8/14/2017,,,,45
8/15/2017,,,,47
8/16/2017,,,,49
8/17/2017,,,,52
8/18/2017,,,,49
8/21/2017,,,,54
8/22/2017,,,,57
8/23/2017,,,,58
8/24/2017,,,,52
8/25/2017,,,,50
8/28/2017,,,,58
8/29/2017,,,,57
8/30/2017,,,,58
8/31/2017,,,,55
9/1/2017,,,,55
9/5/2017,,,,55
9/6/2017,,,,54
9/7/2017,,,,53
9/8/2017,,,,55
9/11/2017,,,,52
9/12/2017,,,,52
9/13/2017,,,,50
9/14/2017,,,,57
9/15/2017,,,,50
9/18/2017,,,,47
9/19/2017,,,,50
9/20/2017,,,,52
9/21/2017,,,,53
9/22/2017,,,,48
9/25/2017,,,,60
9/26/2017,,,,47
9/27/2017,,,,49
9/28/2017,,,,52
9/29/2017,,,,57
10/2/2017,,,,44
10/3/2017,,,,49
10/4/2017,,,,46
10/5/2017,,,,44
10/6/2017,,,,47
10/9/2017,,,,54
10/10/2017,,,,64
10/11/2017,,,,67
10/12/2017,,,,74
10/13/2017,,,,69
10/16/2017,,,,73
10/17/2017,,,,73
10/18/2017,,,,73
10/19/2017,,,,70
10/20/2017,,,,75
10/23/2017,,,,73
10/24/2017,,,,69
10/25/2017,,,,66
10/26/2017,,,,66
10/27/2017,,,,61
10/30/2017,,,,59
10/31/2017,,,,64
11/1/2017,,,,58
11/2/2017,,,,52
11/3/2017,,,,41
11/6/2017,,,,31
11/7/2017,,,,25
11/8/2017,,,,36
11/9/2017,,,,27
11/10/2017,,,,32
11/13/2017,,,,17
11/14/2017,,,,17
11/15/2017,,,,15
11/16/2017,,,,23
11/17/2017,,,,19
11/20/2017,,,,22
11/21/2017,,,,29
11/22/2017,,,,35
11/24/2017,,,,29
11/27/2017,,,,34
11/28/2017,,,,43
11/29/2017,,,,49
11/30/2017,,,,62
12/1/2017,,,,41
12/4/2017,,,,38
12/5/2017,,,,38
12/6/2017,,,,59
12/7/2017,,,,59
12/8/2017,,,,67
12/11/2017,,,,68
12/12/2017,,,,77
12/13/2017,,,,80
12/14/2017,,,,81
12/15/2017,,,,79
12/18/2017,,,,73
12/19/2017,,,,70
12/20/2017,,,,72
12/21/2017,,,,67
12/22/2017,,,,73
12/26/2017,,,,79
12/27/2017,,,,84
12/28/2017,,,,91
12/29/2017,,,,92
1/2/2018,,,,91
1/3/2018,,,,94
1/4/2018,,,,92
1/5/2018,,,,84
1/8/2018,,,,85
1/9/2018,,,,83
1/10/2018,,,,79
1/11/2018,,,,74
1/12/2018,,,,78
1/16/2018,,,,78
1/17/2018,,,,82
1/18/2018,,,,83
1/19/2018,,,,89
1/22/2018,,,,80
1/23/2018,,,,75
1/24/2018,,,,75
1/25/2018,,,,71
1/26/2018,,,,74
1/29/2018,,,,65
1/30/2018,,,,69
1/31/2018,,,,69
2/1/2018,,,,66
2/2/2018,,,,66
2/5/2018,,,,58
2/6/2018,,,,61
2/7/2018,,,,54
2/8/2018,,,,54
2/9/2018,,,,59
2/12/2018,,,,49
2/13/2018,,,,49
2/14/2018,,,,36
2/15/2018,,,,50
2/16/2018,,,,44
2/20/2018,,,,51
2/21/2018,,,,54
2/22/2018,,,,54
2/23/2018,,,,59
2/26/2018,,,,51
2/27/2018,,,,60
2/28/2018,,,,67
3/1/2018,,,,73
3/2/2018,,,,70
3/5/2018,,,,64
3/6/2018,,,,60
3/7/2018,,,,62
3/8/2018,,,,60
3/9/2018,,,,62
3/12/2018,,,,62
3/13/2018,,,,67
3/14/2018,,,,67
3/15/2018,,,,69
3/16/2018,,,,68
3/19/2018,,,,74
3/20/2018,,,,72
3/21/2018,,,,72
3/22/2018,,,,68
3/23/2018,,,,66
3/26/2018,,,,64
3/27/2018,,,,61
3/28/2018,,,,58
3/29/2018,,,,53
4/2/2018,,,,67
4/3/2018,,,,67
4/4/2018,,,,72
4/5/2018,,,,75
4/6/2018,,,,75
4/9/2018,,,,75
4/10/2018,,,,75
4/11/2018,,,,77
4/12/2018,,,,79
4/13/2018,,,,75
4/16/2018,,,,75
4/17/2018,,,,72
4/18/2018,,,,80
4/19/2018,,,,78
4/20/2018,,,,78
4/23/2018,,,,78
4/24/2018,,,,77
4/25/2018,,,,79
4/26/2018,,,,62
4/27/2018,,,,61
4/30/2018,,,,61
5/1/2018,,,,58
5/2/2018,,,,17
5/3/2018,,,,18
5/4/2018,,,,18
5/7/2018,,,,16
5/8/2018,,,,10
5/9/2018,,,,10
5/10/2018,,,,13
5/11/2018,,,,10
5/14/2018,,,,15
5/15/2018,,,,18
5/16/2018,,,,18
5/17/2018,,,,17
5/18/2018,,,,15
5/21/2018,,,,18
5/22/2018,,,,18
5/23/2018,,,,20
5/24/2018,,,,17
5/25/2018,,,,15
5/29/2018,,,,8
5/30/2018,,,,10
5/31/2018,,,,14
6/1/2018,,,,26
6/4/2018,,,,23
6/5/2018,,,,25
6/6/2018,,,,44
6/7/2018,,,,40
6/8/2018,,,,36
6/11/2018,,,,29
6/12/2018,,,,21
6/13/2018,,,,19
6/14/2018,,,,14
6/15/2018,,,,16
6/18/2018,,,,16
6/19/2018,,,,11
6/20/2018,,,,7
6/21/2018,,,,8
6/22/2018,,,,6
6/25/2018,,,,7
6/26/2018,,,,8
6/27/2018,,,,7
6/28/2018,,,,9
6/29/2018,,,,11
7/2/2018,,,,13
7/3/2018,,,,9
7/5/2018,,,,12
7/6/2018,,,,14
7/9/2018,,,,18
7/10/2018,,,,22
7/11/2018,,,,23
7/12/2018,,,,25
7/13/2018,,,,28
7/16/2018,,,,32
7/17/2018,,,,32
7/18/2018,,,,38
7/19/2018,,,,40
7/20/2018,,,,32
7/23/2018,,,,38
7/24/2018,,,,42
7/25/2018,,,,40
7/26/2018,,,,42
7/27/2018,,,,38
7/30/2018,,,,39
7/31/2018,,,,32
8/1/2018,,,,40
8/2/2018,,,,41
8/3/2018,,,,49
8/6/2018,,,,49
8/7/2018,,,,53
8/8/2018,,,,54
8/9/2018,,,,54
8/10/2018,,,,55
8/13/2018,,,,53
8/14/2018,,,,53
8/15/2018,,,,52
8/16/2018,,,,56
8/17/2018,,,,59
8/20/2018,,,,54
8/21/2018,,,,48
8/22/2018,,,,44
8/23/2018,,,,34
8/24/2018,,,,42
8/27/2018,,,,43
8/28/2018,,,,52
8/29/2018,,,,55
8/30/2018,,,,58
8/31/2018,,,,65
9/4/2018,,,,62
9/5/2018,,,,63
9/6/2018,,,,64
9/7/2018,,,,65
9/10/2018,,,,64
9/11/2018,,,,63
9/12/2018,,,,61
9/13/2018,,,,61
9/14/2018,,,,53
9/17/2018,,,,57
9/18/2018,,,,52
9/19/2018,,,,52
9/20/2018,,,,42
9/21/2018,,,,47
9/24/2018,,,,36
9/25/2018,,,,39
9/26/2018,,,,34
9/27/2018,,,,35
9/28/2018,,,,32
10/1/2018,,,,33
10/2/2018,,,,40
10/3/2018,,,,47
10/4/2018,,,,45
10/5/2018,,,,41
10/8/2018,,,,49
10/9/2018,,,,47
10/10/2018,,,,45
10/11/2018,,,,49
10/12/2018,,,,56
10/15/2018,,,,50
10/16/2018,,,,53
10/17/2018,,,,58
10/18/2018,,,,64
10/19/2018,,,,70
10/22/2018,,,,72
10/23/2018,,,,67
10/24/2018,,,,64
10/25/2018,,,,66
10/26/2018,,,,66
10/29/2018,,,,68
10/30/2018,,,,71
10/31/2018,,,,72
11/1/2018,,,,73
11/2/2018,,,,74
11/5/2018,,,,70
11/6/2018,,,,56
11/7/2018,,,,56
11/8/2018,,,,58
11/9/2018,,,,46
11/12/2018,,,,51
11/13/2018,,,,54
11/14/2018,,,,61
11/15/2018,,,,61
11/16/2018,,,,61
11/19/2018,,,,59
11/20/2018,,,,68
11/21/2018,,,,77
11/23/2018,,,,78
11/26/2018,,,,78
11/27/2018,,,,73
11/28/2018,,,,71
11/29/2018,,,,67
11/30/2018,,,,62
12/3/2018,,,,53
12/4/2018,,,,52
12/6/2018,,,,56
12/7/2018,,,,59
12/10/2018,,,,59
12/11/2018,,,,72
12/12/2018,,,,73
12/13/2018,,,,67
12/14/2018,,,,73
12/17/2018,,,,71
12/18/2018,,,,74
12/19/2018,,,,75
12/20/2018,,,,70
12/21/2018,,,,64
12/24/2018,,,,53
12/26/2018,,,,48
12/27/2018,,,,47
12/28/2018,,,,49
12/31/2018,,,,45
1/2/2019,,,,51
1/3/2019,,,,43
1/4/2019,,,,33
1/7/2019,,,,28
1/8/2019,,,,23
1/9/2019,,,,8
1/10/2019,,,,5
1/11/2019,,,,11
1/14/2019,,,,11
1/15/2019,,,,13
1/16/2019,,,,14
1/17/2019,,,,12
1/18/2019,,,,14
1/22/2019,,,,16
1/23/2019,,,,12
1/24/2019,,,,6
1/25/2019,,,,9
1/28/2019,,,,7
1/29/2019,,,,7
1/30/2019,,,,7
1/31/2019,,,,7
2/1/2019,,,,6
2/4/2019,,,,8
2/5/2019,,,,9
2/6/2019,,,,12
2/7/2019,,,,25
2/8/2019,,,,29
2/11/2019,,,,18
2/12/2019,,,,11
2/13/2019,,,,10
2/14/2019,,,,7
2/15/2019,,,,10
2/19/2019,,,,10
2/20/2019,,,,8
2/21/2019,,,,7
2/22/2019,,,,13
2/25/2019,,,,9
2/26/2019,,,,17
2/27/2019,,,,19
2/28/2019,,,,21
3/1/2019,,,,23
3/4/2019,,,,22
3/5/2019,,,,20
3/6/2019,,,,20
3/7/2019,,,,15
3/8/2019,,,,11
3/11/2019,,,,9
3/12/2019,,,,8
3/13/2019,,,,10
3/14/2019,,,,11
3/15/2019,,,,8
3/18/2019,,,,10
3/19/2019,,,,8
3/20/2019,,,,8
3/21/2019,,,,5
3/22/2019,,,,3
3/25/2019,,,,2
3/26/2019,,,,4
3/27/2019,,,,8
3/28/2019,,,,12
3/29/2019,,,,12
4/1/2019,,,,12
4/2/2019,,,,10
4/3/2019,,,,16
4/4/2019,,,,19
4/5/2019,,,,22
4/8/2019,,,,27
4/9/2019,,,,31
4/10/2019,,,,30
4/11/2019,,,,28
4/12/2019,,,,31
4/15/2019,,,,36
4/16/2019,,,,44
4/17/2019,,,,51
4/18/2019,,,,51
4/22/2019,,,,55
4/23/2019,,,,58
4/24/2019,,,,58
4/25/2019,,,,55
4/26/2019,,,,55
4/29/2019,,,,58
4/30/2019,,,,58
5/1/2019,,,,61
5/2/2019,,,,62
5/3/2019,,,,64
5/6/2019,,,,63
5/7/2019,,,,63
5/8/2019,,,,63
5/9/2019,,,,62
5/10/2019,,,,67
5/13/2019,,,,65
5/14/2019,,,,67
5/15/2019,,,,67
5/16/2019,,,,69
5/17/2019,,,,70
5/20/2019,,,,70
5/21/2019,,,,69
5/22/2019,,,,70
5/23/2019,,,,70
5/24/2019,,,,72
5/28/2019,,,,72
5/29/2019,,,,71
5/30/2019,,,,65
5/31/2019,,,,63
6/3/2019,,,,61
6/4/2019,,,,58
6/5/2019,,,,55
6/6/2019,,,,59
6/7/2019,,,,59
6/10/2019,,,,60
6/11/2019,,,,60
6/12/2019,,,,65
6/13/2019,,,,67
6/14/2019,,,,67
6/17/2019,,,,64
6/18/2019,,,,64
6/19/2019,,,,59
6/20/2019,,,,55
6/21/2019,,,,51
6/24/2019,,,,52
6/25/2019,,,,48
6/26/2019,,,,49
6/27/2019,,,,56
6/28/2019,,,,56
7/1/2019,,,,64
7/2/2019,,,,70
7/3/2019,,,,74
7/5/2019,,,,72
7/8/2019,,,,70
7/9/2019,,,,72
7/10/2019,,,,68
7/11/2019,,,,72
7/12/2019,,,,70
7/15/2019,,,,69
7/16/2019,,,,71
7/17/2019,,,,70
7/18/2019,,,,71
7/19/2019,,,,73
7/22/2019,,,,70
7/23/2019,,,,71
7/24/2019,,,,72
7/25/2019,,,,69
7/26/2019,,,,65
7/29/2019,,,,65
7/30/2019,,,,59
7/31/2019,,,,58
8/1/2019,,,,40
8/2/2019,,,,42
8/5/2019,,,,42
8/6/2019,,,,40
8/7/2019,,,,41
8/8/2019,,,,35
8/9/2019,,,,35
8/12/2019,,,,35
8/13/2019,,,,37
8/14/2019,,,,36
8/15/2019,,,,33
8/16/2019,,,,34
8/19/2019,,,,32
8/20/2019,,,,28
8/21/2019,,,,27
8/22/2019,,,,23
8/23/2019,,,,25
8/26/2019,,,,24
8/27/2019,,,,24
8/28/2019,,,,25
8/29/2019,,,,28
8/30/2019,,,,29
9/3/2019,,,,29
9/4/2019,,,,32
9/5/2019,,,,37
9/6/2019,,,,36
9/9/2019,,,,34
9/10/2019,,,,39
9/11/2019,,,,38
9/12/2019,,,,40
9/13/2019,,,,44
9/16/2019,,,,42
9/17/2019,,,,45
9/18/2019,,,,52
9/19/2019,,,,50
9/20/2019,,,,44
9/23/2019,,,,48
9/24/2019,,,,47
9/25/2019,,,,50
9/26/2019,,,,55
9/27/2019,,,,62
9/30/2019,,,,62
10/1/2019,,,,61
10/2/2019,,,,59
10/3/2019,,,,56
10/4/2019,,,,58
10/7/2019,,,,62
10/8/2019,,,,64
10/9/2019,,,,57
10/10/2019,,,,55
10/11/2019,,,,47
10/14/2019,,,,47
10/15/2019,,,,44
10/16/2019,,,,44
10/17/2019,,,,50
10/18/2019,,,,57
10/21/2019,,,,55
10/22/2019,,,,60
10/23/2019,,,,58
10/24/2019,,,,53
10/25/2019,,,,48
10/28/2019,,,,43
10/29/2019,,,,36
10/30/2019,,,,22
10/31/2019,,,,27
11/1/2019,,,,25
11/4/2019,,,,25
11/5/2019,,,,25
11/6/2019,,,,23
11/7/2019,,,,27
11/8/2019,,,,21
11/11/2019,,,,19
11/12/2019,,,,20
11/13/2019,,,,26
11/14/2019,,,,23
11/15/2019,,,,25
11/18/2019,,,,25
11/19/2019,,,,18
11/20/2019,,,,19
11/21/2019,,,,16
11/22/2019,,,,18
11/25/2019,,,,26
11/26/2019,,,,23
11/27/2019,,,,25
11/29/2019,,,,28
12/2/2019,,,,39
12/3/2019,,,,35
12/4/2019,,,,45
12/5/2019,,,,55
12/6/2019,,,,57
12/9/2019,,,,65
12/10/2019,,,,68
12/11/2019,,,,67
12/12/2019,,,,66
12/13/2019,,,,66
12/16/2019,,,,63
12/17/2019,,,,58
12/18/2019,,,,59
12/19/2019,,,,54
12/20/2019,,,,59
12/23/2019,,,,57
12/24/2019,,,,52
12/26/2019,,,,54
12/27/2019,,,,48
12/30/2019,,,,34
12/31/2019,,,,29
1/2/2020,,,,32
1/3/2020,,,,30
1/6/2020,,,,29
1/7/2020,,,,30
1/8/2020,,,,36
1/9/2020,,,,42
1/10/2020,,,,42
1/13/2020,,,,42
1/14/2020,,,,47
1/15/2020,,,,50
1/16/2020,,,,50
1/17/2020,,,,56
1/21/2020,,,,59
1/22/2020,,,,55
1/23/2020,,,,57
1/24/2020,,,,62
1/27/2020,,,,67
1/28/2020,,,,71
1/29/2020,,,,75
1/30/2020,,,,72
1/31/2020,,,,80
2/3/2020,,,,86
2/4/2020,,,,89
2/5/2020,,,,88
2/6/2020,,,,91
2/7/2020,,,,91
2/10/2020,,,,89
2/11/2020,,,,88
2/12/2020,,,,87
2/13/2020,,,,83
2/14/2020,,,,87
2/18/2020,,,,83
2/19/2020,,,,80
2/20/2020,,,,74
2/21/2020,,,,70
2/24/2020,,,,69
2/25/2020,,,,70
2/26/2020,,,,69
2/27/2020,,,,78
2/28/2020,,,,79
3/2/2020,,,,74
3/3/2020,,,,63
3/4/2020,,,,67
3/5/2020,,,,67
3/6/2020,,,,70
3/9/2020,,,,68
3/10/2020,,,,65
3/11/2020,,,,61
3/12/2020,,,,74
3/13/2020,,,,75
3/16/2020,,,,82
3/17/2020,,,,85
3/18/2020,,,,87
3/19/2020,,,,90
3/20/2020,,,,91
3/23/2020,,,,92
3/24/2020,,,,91
3/25/2020,,,,93
3/26/2020,,,,91
3/27/2020,,,,90
3/30/2020,,,,93
3/31/2020,,,,97
4/1/2020,,,,93
4/2/2020,,,,93
4/3/2020,,,,89
4/6/2020,,,,92
4/7/2020,,,,93
4/8/2020,,,,91
4/9/2020,,,,90
4/13/2020,,,,91
4/14/2020,,,,87
4/15/2020,,,,89
4/16/2020,,,,89
4/17/2020,,,,82
4/20/2020,,,,74
4/21/2020,,,,68
4/22/2020,,,,62
4/23/2020,,,,48
4/24/2020,,,,52
4/27/2020,,,,53
4/28/2020,,,,56
4/29/2020,,,,44
4/30/2020,,,,46
5/1/2020,,,,55
5/4/2020,,,,60
5/5/2020,,,,64
5/6/2020,,,,57
5/7/2020,,,,55
5/8/2020,,,,56
5/11/2020,,,,59
5/12/2020,,,,58
5/13/2020,,,,55
5/14/2020,,,,51
5/15/2020,,,,53
5/18/2020,,,,50
5/19/2020,,,,44
5/20/2020,,,,29
5/21/2020,,,,22
5/22/2020,,,,21
5/26/2020,,,,13
5/27/2020,,,,10
5/28/2020,,,,14
5/29/2020,,,,10
6/1/2020,,,,15
6/2/2020,,,,9
6/3/2020,,,,7
6/4/2020,,,,3
6/5/2020,,,,6
6/8/2020,,,,4
6/9/2020,,,,2
6/10/2020,,,,5
6/11/2020,,,,3
6/12/2020,,,,4
6/15/2020,,,,5
